0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,label
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AE
0.22987397,0.23788926,0.21079962,0.26256123,0.20871037,0.18550329,0.13893941,0.1431921,0.14504334,0.14788677,0.14984675,0.14983888,0.13205639,0.13080087,0.13868363,0.14383286,0.13959828,0.1329438,0.14216605,0.12076638,0.16599657,0.15503876,0.141779,0.13359527,0.16380057,0.17258629,0.17293394,0.17022885,0.16338158,0.16730705,0.14029123,0.13019332,0.13992976,0.12803677,0.13361321,0.12999658,0.12552343,0.12259035,0.12766583,0.13294004,0.12956297,0.12885812,0.12685436,0.12915863,0.12803206,0.13791579,0.14224726,0.15052617,0.1536376,0.15229908,0.14816502,0.14513263,0.14292437,0.1399131,0.14254472,0.14647748,0.1615477,0.17522444,0.18257761,0.19542399,0.2032557,0.21722825,0.23335554,0.2204371,0.6320531,0.6319313,0.56408435,0.47017956,0.60118693,0.49503964,0.44703308,0.40465465,0.38763073,0.3845359,0.38245443,0.39425704,0.40839115,0.41125625,0.4189836,0.4123831,0.38408953,0.39725363,0.39874616,0.35072425,0.41847232,0.41713482,0.4223184,0.41702732,0.40259668,0.38520846,0.3544764,0.34467247,0.354654,0.3544124,0.35393617,0.35221094,0.3507972,0.34021974,0.34637645,0.34296635,0.31546006,0.31837136,0.31585398,0.3180463,0.3165069,0.344665,0.34369212,0.34130841,0.33516827,0.32290933,0.31176046,0.29495138,0.30731857,0.3124787,0.31578663,0.3275319,0.32137227,0.31742507,0.311043,0.30270898,0.3194141,0.31817862,0.29072478,0.28703475,0.30161542,0.3017017,0.31294698,0.30187988,0.28645346,0.275082,0.26058358,0.2641534,0.28314927,0.27738377,0.2939168,0.28878406,0.29498157,0.29472888,0.28675088,0.28239483,0.27235246,0.26922914,0.26904908,0.26247305,0.26575562,0.28285882,0.2730966,0.27051505,0.2721393,0.26477784,0.28394604,0.26658824,0.28158334,0.27153605,0.2745286,0.27719674,0.30439708,0.34746623,0.28774512,0.29294962,0.29102752,0.28105018,0.27913538,0.27741256,0.2769415,0.2772418,0.2718547,0.27435988,0.2701966,0.27438954,0.26908574,0.28100836,0.27509582,0.2770705,0.27751917,0.2888764,0.2919989,0.30570248,0.3068162,0.31517583,0.32822067,0.33623347,0.3428178,0.34521517,0.34490538,0.3457268,0.34357184,0.34450424,0.34996417,0.3532837,0.35779518,0.3615053,AE
0.27030286,0.27175543,0.227217,0.26377508,0.20328632,0.1605806,0.13043897,0.14319211,0.14434558,0.13941585,0.14550923,0.14639236,0.12683664,0.13134566,0.14650169,0.1493649,0.1475872,0.14238116,0.15389775,0.13569194,0.17536244,0.15399572,0.15605639,0.15637398,0.17858362,0.20277345,0.20029388,0.19966316,0.18937905,0.22012278,0.20037737,0.1987218,0.21023376,0.19984308,0.21352093,0.2037739,0.2182844,0.22016446,0.22650076,0.24229112,0.2516892,0.2493887,0.25059134,0.25529203,0.26527846,0.28728473,0.30095497,0.3196259,0.32112277,0.3223402,0.31532127,0.30529606,0.3002352,0.297263,0.30281788,0.31290776,0.3365845,0.34674618,0.34474564,0.3305534,0.29577613,0.27712268,0.27018023,0.2514016,0.65256083,0.6560028,0.5874917,0.49453524,0.5911499,0.5543,0.53321284,0.5059401,0.4961771,0.5053936,0.51289546,0.53197294,0.543072,0.5440265,0.54255676,0.53345066,0.5011976,0.5237967,0.53976095,0.4839961,0.57871777,0.5809641,0.58312714,0.56830764,0.5464766,0.5257029,0.50339437,0.5003213,0.519364,0.5068786,0.4975291,0.49032152,0.49425298,0.4764348,0.48022375,0.47621128,0.4397188,0.44853228,0.44974923,0.44818202,0.428042,0.44771323,0.4393918,0.44498265,0.43530115,0.4287576,0.43069276,0.41676843,0.43708584,0.44377166,0.44793,0.4612756,0.44609347,0.43740574,0.42893565,0.4010364,0.42097962,0.45809725,0.45076174,0.4513211,0.47717735,0.4807421,0.50338346,0.47673836,0.41776398,0.43296793,0.42769265,0.43624023,0.4708279,0.4585412,0.48619205,0.4752606,0.4797396,0.4813115,0.4687676,0.45840698,0.45281053,0.45019948,0.44757068,0.44985616,0.44713017,0.48492473,0.4494146,0.463555,0.46316466,0.4599107,0.5062911,0.47781056,0.50007117,0.47626814,0.502416,0.48754022,0.5090198,0.5596566,0.51011723,0.5047559,0.5118213,0.4963944,0.5138061,0.51699525,0.5056141,0.49557254,0.49828035,0.4984446,0.489218,0.48087707,0.48216292,0.4962783,0.4854665,0.4901386,0.49741685,0.5064691,0.5066247,0.50847495,0.52113235,0.5216761,0.5281202,0.53418446,0.5330425,0.53029263,0.5255191,0.52799815,0.51863915,0.5266798,0.53792447,0.5375485,0.53758967,0.5478785,AE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AE
0.15391912,0.1425984,0.14819454,0.20113909,0.1776032,0.10325114,0.1628263,0.14479046,0.13521402,0.122814,0.13699022,0.14130627,0.11787167,0.1377108,0.1447374,0.1162784,0.122856185,0.11869982,0.13630019,0.111860044,0.14844511,0.12993917,0.13513775,0.13966072,0.15912597,0.13031514,0.13589418,0.13266002,0.14101964,0.1405364,0.12955539,0.12369941,0.12010898,0.13169979,0.11954749,0.11479926,0.12109788,0.10713997,0.11995434,0.11869201,0.11674436,0.11439052,0.08321152,0.10688134,0.118501335,0.123070575,0.113364555,0.12568657,0.14113368,0.122686885,0.12434545,0.11922409,0.11383529,0.1199286,0.1170274,0.12285473,0.13136367,0.13861977,0.12826456,0.15400131,0.12680946,0.162363,0.16542512,0.16219375,0.3274197,0.33318645,0.29671296,0.25478414,0.31166425,0.28278512,0.25159878,0.22768079,0.22714004,0.23117508,0.22267762,0.22666822,0.24527992,0.24164277,0.25039363,0.24174601,0.22593632,0.23331088,0.23315366,0.20493533,0.24726282,0.251235,0.24221693,0.23759861,0.21419308,0.20968214,0.20748997,0.18982132,0.2012479,0.19892646,0.19781972,0.19556282,0.19223188,0.1732335,0.18127671,0.18096215,0.139009,0.14884068,0.14851046,0.15355462,0.1495974,0.16360076,0.14210299,0.15870932,0.15248168,0.15065305,0.14293836,0.12541336,0.1410065,0.13866308,0.1399818,0.15300527,0.14717858,0.14790007,0.14555848,0.13131,0.1494483,0.15851809,0.13700551,0.14167263,0.14149621,0.150305,0.162213,0.14435238,0.14497803,0.13935702,0.12556759,0.13206896,0.14504313,0.09512544,0.14444348,0.14635205,0.13856156,0.13601564,0.13688111,0.13308962,0.12860473,0.16721559,0.1375,0.12505308,0.10067578,0.14374438,0.11087515,0.13335484,0.12699395,0.11594921,0.11941776,0.08171971,0.14566052,0.12175914,0.13332829,0.1328153,0.11737199,0.1420528,0.12122545,0.111135475,0.14504972,0.15554895,0.15173401,0.13968147,0.13285847,0.08795775,0.16077478,0.1444547,0.1456028,0.14045438,0.20525412,0.14115344,0.1379528,0.15005764,0.15114313,0.15359448,0.15106425,0.13900724,0.14549766,0.16481821,0.13840954,0.15692939,0.1705964,0.19376095,0.18528095,0.18351567,0.18666947,0.19547445,0.21027263,0.20716669,0.20682664,0.21925615,AE
0.23485725,0.24209434,0.21736658,0.2767635,0.2268833,0.18361406,0.17392957,0.1994474,0.17607856,0.17905064,0.18161349,0.1769089,0.15912825,0.17016731,0.17749709,0.17096451,0.17165829,0.1632196,0.17815705,0.15241511,0.18796445,0.18999651,0.16670395,0.17209107,0.18340059,0.19480903,0.19359541,0.19345607,0.16885774,0.19602539,0.17444687,0.16884091,0.17983449,0.16771942,0.17000018,0.16257869,0.16336468,0.15992987,0.16735998,0.17295033,0.17351249,0.16914561,0.16852956,0.16678068,0.17009917,0.18216333,0.18879387,0.19801545,0.1969425,0.19722244,0.19292653,0.18879548,0.1860607,0.18368557,0.18737054,0.19170482,0.20915355,0.21919695,0.22748107,0.2291068,0.22689751,0.23862372,0.24857275,0.23873547,0.60340714,0.60861194,0.54044145,0.46711075,0.5401894,0.49062,0.4524516,0.4198898,0.39965203,0.4073175,0.4027576,0.42780483,0.43272716,0.439285,0.4400295,0.43042165,0.403453,0.4172283,0.4220594,0.37855896,0.45930168,0.45878974,0.46253175,0.44907182,0.43198678,0.4075277,0.38211867,0.37410522,0.37973768,0.38314232,0.37205386,0.3755298,0.37161574,0.36061174,0.3601399,0.3577388,0.32999966,0.33121955,0.32780787,0.3295235,0.3190275,0.34237528,0.3394431,0.34188157,0.33093137,0.32571456,0.31694108,0.30424666,0.31787047,0.3238228,0.32938114,0.34029123,0.33402804,0.32887495,0.3210115,0.30655548,0.3247799,0.3467502,0.32295972,0.32252562,0.3395147,0.34013587,0.35571393,0.34486997,0.31403333,0.31349802,0.30573088,0.30711323,0.33315727,0.33000425,0.3473753,0.33815712,0.3465581,0.3466077,0.33676594,0.33264983,0.3253901,0.32471263,0.32041624,0.31600216,0.32477796,0.34248585,0.32277834,0.3321295,0.33370292,0.3272853,0.36260104,0.3394342,0.35856265,0.33718294,0.35337016,0.349057,0.37876794,0.4204017,0.37000072,0.36440346,0.36759278,0.35676712,0.36424097,0.37299708,0.3589147,0.36811087,0.35396764,0.3630126,0.35677254,0.35584122,0.35228738,0.3610811,0.35554478,0.36270005,0.36277193,0.3797721,0.37650222,0.38386986,0.38435242,0.4013072,0.40336487,0.42181885,0.41575804,0.4264345,0.41945425,0.42358398,0.41817522,0.42440847,0.4312752,0.43280512,0.4380008,0.44085068,AE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AE
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AE
